"section","fa_order","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","cs.sg form","pl.abs form","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","prioritized meaning","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN","BHVB","BiblicalHebrewVocabularyBuilderSub-Section","Occurrences","old BiblicalHebrewVocabularyBuilderSection","old BiblicalHebrewVocabularyBuilderSub-Section"
,7338,1,4526,"MPJY/","מֵפִיץ ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7339,1,4528,"MPL>WT/","מִפְלְאֹות ",,,,,,,", , , ",,"subs",,"wonders",,,,,,"wonders","wonders",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7340,1,4533,"MPLF/","מִפְלָשׂ ",,,,,,,", , , ",,"subs",,"layer",,,,,,"layer","layer",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7341,1,4529,"MPLGH/","מִפְלַגָּה ",,"מִפְלַגֹּות",,,,,", , , ",,"subs",,"division",,,,,,"division","division",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7342,1,4531,"MPLV/","מִפְלָט ",,,,,,,", , , ",,"subs",,"place of escape",,,,,,"place of escape","place of escape",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7343,1,4540,"MPRQT/","מַפְרֶקֶת ",,,,,,,", , , ",,"subs",,"neck",,,,,,"neck","neck",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7344,1,4539,"MPRY/","מִפְרָץ ",,,,,,,", , , ",,"subs",,"landing-place",,,,,,"landing-place","landing-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7345,1,4544,"MPTX=/","מִפְתָּח II","מִפְתַּח",,,,,,", , , ",,"subs",,"opening",,,,,,"opening","opening",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7346,1,4522,"MPX/","מַפֻּחַ I",,,,,,,", , , ",,"subs",,"bellows",,,,,,"bellows","bellows",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7347,1,4523,"MPX=/","מַפָּח II","מַֽפַּח",,,,,,", , , ",,"subs",,"breathing out",,,,,,"breathing out","breathing out",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7348,1,4536,"MPY/","מַפָּץ I",,,,,,,", , , ",,"subs",,"shattering",,,,,,"shattering","shattering",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7349,1,4537,"MPY=/","מַפֵּץ II",,,,,,,", , , ",,"subs",,"war-club",,,,,,"war-club","war-club",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7350,1,4594,"MQBT=/","מַקֶּבֶת II","מַקֶּבֶת",,,,,,", , , ",,"subs",,"hole, excavation",,,,,,"hole, excavation","hole, excavation",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7351,1,4627,"MQCH==/","מִקְשֶׁה III",,,,,,,", , , ",,"subs",,"hair-setting",,,,,,"hair-setting","hair-setting",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7352,1,4623,"MQRH=/","מְקָרֶה II",,,,,,,", , , ",,"subs",,"beam-work",,,,,,"beam-work","beam-work",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7353,1,4606,"MQVR/","מִקְטָר ","מִקְטַר",,,,,,", , , ",,"subs",,"place of burning",,,,,,"place of burning","place of burning",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7354,1,4607,"MQVRWT/","מְקַטְּרֹות ",,"מְקַטְּרֹות",,,,,", , , ",,"subs",,"incense-altars",,,,,,"incense-altars","incense-altars",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7355,1,4600,"MQWH=/","מִקְוָה II",,,,,,,", , , ",,"subs",,"reservoir",,,,,,"reservoir","reservoir",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7356,1,4604,"MQX/","מִקָּח ","מִקַּח",,,,,,", , , ",,"subs",,"taking",,,,,,"taking","taking",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7357,1,4605,"MQXWT/","מַקָּחֹות ",,"מַּקָּחֹות",,,,,", , , ",,"subs",,"wares",,,,,,"wares","wares",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7358,1,4617,"MQY/","מָקַץ ",,,,,,,", , , ",,"nmpr",,"Makaz",,,,,,"Makaz","Makaz",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7359,1,4619,"MQY<H/","מַקְצֻעָה ",,"מַּקְצֻעֹות",,,,,", , , ",,"subs",,"wood-scraper",,,,,,"wood-scraper","wood-scraper",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7360,1,4700,"MR<=/","מֵרַע II",,,,,,,", , , ",,"subs",,"evil deed",,,,,,"evil deed","evil deed",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7361,1,4703,"MR<LH/","מַרְעֲלָה ",,,,,,,", , , ",,"nmpr",,"Maralah",,,,,,"Maralah","Maralah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7362,1,4629,"MR=/","מַר II","מַר",,,,,,", , , ",,"subs",,"drop",,,,,,"drop","drop",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7365,1,4635,"MR>H==/","מֻרְאָה III",,,,,,,", , , ",,"subs",,"crop",,,,,,"crop","crop",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7366,1,4640,"MRBH=/","מִרְבָּה II",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7367,1,4642,"MRBY/","מִרְבָּץ I","מִרְבַּץ",,,,,,", , , ",,"subs",,"resting-place",,,,,,"resting-place","resting-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7368,1,4643,"MRBY=/","מַרְבֵּץ II",,,,,,,", , , ",,"subs",,"resting-place",,,,,,"resting-place","resting-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7369,1,4723,"MRC<T/","מִרְשַׁעַת ",,,,,,,", , , ",,"subs",,"wickedness",,,,,,"wickedness","wickedness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7370,1,4722,"MRCH/","מָרֵשָׁה I",,,,,,,", , , ",,"nmpr",,"Mareshah",,,,,,"Mareshah","Mareshah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7371,1,4649,"MRD/","מֶרֶד I",,,,,,,", , , ",,"subs",,"rebellion, revolt",,,,,,"rebellion, revolt","rebellion, revolt",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7372,1,4653,"MRDK/","מְרֹדָךְ ",,,,,,,", , , ",,"nmpr",,"Marduk",,,,,,"Marduk","Marduk",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7373,1,4654,"MRDK_BL>DN/","מְרֹדַךְ בַּלְאֲדָן ",,,,,,,", , , ",,"nmpr",,"Merodach-Baladan",,,,,,"Merodach-Baladan","Merodach-Baladan",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7374,1,4656,"MRDP/","מֻרְדָּף ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7375,1,4652,"MRDWT/","מַרְדּוּת ",,,,,,,", , , ",,"subs",,"rebellion, revolt",,,,,,"rebellion, revolt","rebellion, revolt",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7376,1,4648,"MRG<H/","מַרְגֵּעָה ",,,,,,,", , , ",,"subs",,"rest",,,,,,"rest","rest",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7377,1,4647,"MRGMH/","מַרְגֵּמָה ",,,,,,,", , , ",,"subs",,"heap of stones",,,,,,"heap of stones","heap of stones",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7378,1,4645,"MRGW</","מַרְגֹּועַ ",,,,,,,", , , ",,"subs",,"rest",,,,,,"rest","rest",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7379,1,4682,"MRJH=/","מְרָיָה II",,,,,,,", , , ",,"nmpr",,"Meraiah",,,,,,"Meraiah","Meraiah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7380,1,4686,"MRJRJ/","מְרִירִי ",,,,,,,", , , ",,"adjv",,"bitter",,,,,,"bitter","bitter",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7381,1,4685,"MRJRWT/","מְרִירוּת ",,,,,,,", , , ",,"subs",,"bitterness",,,,,,"bitterness","bitterness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7382,1,4687,"MRK/","מֹרֶךְ ",,,,,,,", , , ",,"subs",,"weakness",,,,,,"weakness","weakness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7383,1,4691,"MRKLT/","מַרְכֹּלֶת ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7384,1,4693,"MRMH=/","מִרְמָה II",,,,,,,", , , ",,"nmpr",,"Mirmah",,,,,,"Mirmah","Mirmah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7385,1,4706,"MRPF/","מִרְפָּשׂ ","מִרְפַּשׂ",,,,,,", , , ",,"subs",,"troubled water",,,,,,"troubled water","troubled water",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7386,1,4712,"MRQX/","מֶרְקָח ",,"מֶרְקָחִים",,,,,", , , ",,"subs",,"scented herbs",,,,,,"scented herbs","scented herbs",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7387,1,4717,"MRRH/","מְרֵרָה I",,,,,,,", , , ",,"subs",,"gall-bladder",,,,,,"gall-bladder","gall-bladder",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7388,1,4719,"MRRJ/","מְרָרִי I",,,,,,,", , , ",,"adjv",,"Merarite",,,,,,"Merarite","Merarite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7389,1,4697,"MRS/","מֶרֶס ",,,,,,,", , , ",,"nmpr",,"Meres",,,,,,"Meres","Meres",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7390,1,4698,"MRSN>/","מַרְסְנָא ",,,,,,,", , , ",,"nmpr",,"Marsena",,,,,,"Marsena","Marsena",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7391,1,4724,"MRTJM/","מְרָתַיִם ",,,,,,,", , , ",,"nmpr",,"Merathaim",,,,,,"Merathaim","Merathaim",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7392,1,4668,"MRWQJM/","מְרוּקִים ",,,,,,,", , , ",,"subs",,"massage",,,,,,"massage","massage",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7393,1,4669,"MRWT/","מָרֹות ",,,,,,,", , , ",,"nmpr",,"Maroth",,,,,,"Maroth","Maroth",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7394,1,4662,"MRWX/","מָרֹוחַ ",,,,,,,", , , ",,"adjv",,"crushed",,,,,,"crushed","crushed",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7395,1,4665,"MRWY/","מֵרֹוץ ",,,,,,,", , , ",,"subs",,"running",,,,,,"running","running",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7396,1,4667,"MRWYH=/","מְרוּצָה II",,,,,,,", , , ",,"subs",,"extortion",,,,,,"extortion","extortion",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7397,1,4661,"MRWZ/","מֵרֹוז ",,,,,,,", , , ",,"nmpr",,"Meroz",,,,,,"Meroz","Meroz",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7399,1,4709,"MRYPT/","מַרְצֶפֶת ","מַרְצֶפֶת",,,,,,", , , ",,"subs",,"pavement",,,,,,"pavement","pavement",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7400,1,4419,"MS<D/","מִסְעָד ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7401,1,4385,"MS=/","מָס II",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7402,1,4387,"MSBH/","מְסִבָּה ",,"מְסִבֹּות",,,,,", , , ",,"subs",,"roundabout; round about",,,,,,"roundabout; round about","roundabout; round about",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7403,1,4391,"MSD/","מַסַּד ",,,,,,,", , , ",,"subs",,"foundation",,,,,,"foundation","foundation",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7404,1,4392,"MSDRWN/","מִסְדְּרֹון ",,,,,,,", , , ",,"subs",,"privy?; air-hole?",,,,,,"privy?; air-hole?","privy?; air-hole?",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7405,1,4394,"MSH=/","מִסָּה II","מִסַּת",,,,,,", , , ",,"subs",,"measure; as much as",,,,,,"measure; as much as","measure; as much as",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7406,1,4395,"MSH==/","מַסָּה III","מַסַּת",,,,,,", , , ",,"subs",,"despair",,,,,,"despair","despair",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7407,1,4403,"MSK=/","מֶסֶךְ II",,,,,,,", , , ",,"subs",,"mixture",,,,,,"mixture","mixture",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7408,1,4407,"MSKH==/","מַסֵּכָה III",,,,,,,", , , ",,"subs",,"libation?",,,,,,"libation?","libation?",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7409,1,4408,"MSKH===/","מְסֻכָה IV",,,,,,,", , , ",,"subs",,"covering",,,,,,"covering","covering",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7410,1,4411,"MSKNT/","מִסְכֵּנֻת ",,,,,,,", , , ",,"subs",,"poverty",,,,,,"poverty","poverty",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7411,1,4414,"MSLWL/","מַסְלוּל ",,,,,,,", , , ",,"subs",,"highway",,,,,,"highway","highway",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7412,1,4425,"MSPR=/","מִסְפָּר II",,,,,,,", , , ",,"nmpr",,"Mispar",,,,,,"Mispar","Mispar",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7413,1,4426,"MSPRT/","מִסְפֶּרֶת ",,,,,,,", , , ",,"nmpr",,"Mispereth",,,,,,"Mispereth","Mispereth",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7414,1,4429,"MSRT/","מָסֹרֶת ","מָסֹרֶת",,,,,,", , , ",,"subs",,"obligation (of the covenant)",,,,,,"obligation (of the covenant)","obligation (of the covenant)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7415,1,4432,"MSTR=/","מַסְתֵּר II","מַסְתֵּר",,,,,,", , , ",,"subs",,"hiding (of face)",,,,,,"hiding (of face)","hiding (of face)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7416,1,4430,"MSTWR/","מִסְתֹּור ",,,,,,,", , , ",,"subs",,"hiding-place, shelter",,,,,,"hiding-place, shelter","hiding-place, shelter",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7417,1,4399,"MSWKH/","מְסוּכָה ",,,,,,,", , , ",,"subs",,"hedge",,,,,,"hedge","hedge",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7418,1,4400,"MSX","מַסָּח ",,,,,,,", , , ",,"advb",,"alternately",,,,,,"alternately","alternately",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7419,1,4401,"MSXR/","מִסְחַר ","מִסְחַר",,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7420,1,4845,"MTBN/","מַתְבֵּן ",,,,,,,", , , ",,"subs",,"straw-heap",,,,,,"straw-heap","straw-heap",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7421,1,4859,"MTNJ/","מִתְנִי I",,,,,,,", , , ",,"adjv",,"Mithnite",,,,,,"Mithnite","Mithnite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7422,1,4864,"MTQ/","מֹתֶק I",,,,,,,", , , ",,"subs",,"sweetness",,,,,,"sweetness","sweetness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7423,1,4870,"MTTH/","מַתַּתָּה ",,,,,,,", , , ",,"nmpr",,"Mattattah",,,,,,"Mattattah","Mattattah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7425,1,4158,"MV>V>/","מַטְאֲטֵא ","מַטְאֲטֵא",,,,,,", , , ",,"subs",,"broom",,,,,,"broom","broom",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7426,1,4159,"MVBX/","מַטְבֵּחַ ",,,,,,,", , , ",,"subs",,"slaughtering-place",,,,,,"slaughtering-place","slaughtering-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7427,1,4163,"MVH===/","מֻטָּה IV",,,,,,,", , , ",,"subs",,"spreading, outspreading",,,,,,"spreading, outspreading","spreading, outspreading",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7428,1,4164,"MVH====/","מֻטֶּה V",,,,,,,", , , ",,"subs",,"crookedness (of law)",,,,,,"crookedness (of law)","crookedness (of law)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7429,1,4165,"MVH=====/","מָטֶה VI",,"מָטִים",,,,,", , , ",,"subs",,"coming (to)",,,,,,"coming (to)","coming (to)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7430,1,4167,"MVJL/","מָטִיל ","מְטִיל",,,,,,", , , ",,"subs",,"rod",,,,,,"rod","rod",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7431,1,4176,"MVRJ/","מַטְרִי ",,,,,,,", , , ",,"adjv",,"Matrite",,,,,,"Matrite","Matrite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7432,1,4166,"MVWH/","מַטְוֶה ",,,,,,,", , , ",,"subs",,"that which is spun, yarn",,,,,,"that which is spun, yarn","that which is spun, yarn",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7433,1,4019,"MW<D=/","מֹועָד II",,,,,,,", , , ",,"subs",,"place of assemblage",,,,,,"place of assemblage","place of assemblage",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7434,1,4020,"MW<DH/","מוּעָדָה ",,,,,,,", , , ",,"subs",,"appointing",,,,,,"appointing","appointing",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7435,1,4021,"MW<DJH/","מֹועַדְיָה ",,,,,,,", , , ",,"nmpr",,"Moadiah",,,,,,"Moadiah","Moadiah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7436,1,4022,"MW<P/","מוּעָף ",,,,,,,", , , ",,"subs",,"darkness",,,,,,"darkness","darkness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7437,1,4024,"MW<QH/","מוּעָקָה ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7438,1,4054,"MWC<WT/","מֹושָׁעֹות ",,"מֹושָׁעֹות",,,,,", , , ",,"subs",,"saving acts",,,,,,"saving acts","saving acts",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7439,1,4006,"MWLH/","מוּלָה ",,"מּוּלֹֽת",,,,,", , , ",,"subs",,"circumcision",,,,,,"circumcision","circumcision",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7440,1,4007,"MWLJD/","מֹולִיד ",,,,,,,", , , ",,"nmpr",,"Molid",,,,,,"Molid","Molid",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7442,1,4033,"MWQD/","מֹוקֵד ",,,,,,,", , , ",,"subs",,"hearth",,,,,,"hearth","hearth",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7443,1,4034,"MWQDH/","מֹוקְדָה ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7444,1,4045,"MWRC=/","מֹורָשׁ II",,,,,,,", , , ",,"subs",,"desire",,,,,,"desire","desire",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7445,1,4047,"MWRCT_GT/","מֹורֶשֶׁת גַּת ",,,,,,,", , , ",,"nmpr",,"Moresheth Gath",,,,,,"Moresheth Gath","Moresheth Gath",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7446,1,4042,"MWRH==/","מֹורָה III",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7447,1,4008,"MWSB/","מוּסָב ","מֽוּסַב",,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7448,1,4013,"MWSK/","מוּסָךְ ","מיסך",,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7449,1,4017,"MWSRH=/","מֹוסֵרָה II",,,,,,,", , , ",,"nmpr",,"Moserah",,,,,,"Moserah","Moserah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7450,1,4085,"MX=/","מֹחַ II","מֹחַ",,,,,,", , , ",,"subs",,"marrow",,,,,,"marrow","marrow",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7451,1,4087,"MXB>/","מַחֲבֵא ","מַֽחֲבֵא",,,,,,", , , ",,"subs",,"hiding-place",,,,,,"hiding-place","hiding-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7452,1,4088,"MXB>JM/","מַחֲבֹאִים ",,"מַּֽחֲבֹאִים",,,,,", , , ",,"subs",,"hiding-places",,,,,,"hiding-places","hiding-places",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7453,1,4153,"MXFP/","מַחְשֹׂף ","מַחְשֹׂף",,,,,,", , , ",,"subs",,"stripping",,,,,,"stripping","stripping",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7454,1,4092,"MXGRT/","מַחֲגֹרֶת ","מַחֲגֹרֶת",,,,,,", , , ",,"subs",,"girding",,,,,,"girding","girding",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7457,1,4105,"MXJ/","מְחִי ","מְחִי",,,,,,", , , ",,"subs",,"stroke",,,,,,"stroke","stroke",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7458,1,4108,"MXJJ>L/","מְחִיּיָאֵל ",,,,,,,", , , ",,"nmpr",,"Mehujael",,,,,,"Mehujael","Mehujael",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7459,1,4110,"MXJR=/","מְחִיר II",,,,,,,", , , ",,"nmpr",,"Mehir",,,,,,"Mehir","Mehir",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7460,1,4113,"MXLH==/","מְחִלָּה III",,"מְחִלֹּות",,,,,", , , ",,"subs",,"hole",,,,,,"hole","hole",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7461,1,4120,"MXLP/","מַחֲלָף ",,"מַחֲלָפִים",,,,,", , , ",,"subs",,"duplicate",,,,,,"duplicate","duplicate",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7462,1,4116,"MXLWJM/","מַחֲלוּיִם ",,"מחליים",,,,,", , , ",,"subs",,"diseases",,,,,,"diseases","diseases",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7463,1,4127,"MXM>T/","מַחֲמָאֹת ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7464,1,4129,"MXMD=/","מַחְמֹד II",,,,,,,", , , ",,"subs",,"precious thing",,,,,,"precious thing","precious thing",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7465,1,4130,"MXML/","מַחְמַל ","מַחְמַל",,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7466,1,4134,"MXNQ/","מַחֲנָק ",,,,,,,", , , ",,"subs",,"suffocation",,,,,,"suffocation","suffocation",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7468,1,4145,"MXQR/","מֶחְקָר ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7469,1,4148,"MXRCT/","מַחֲרֶשֶׁת ",,,,,,,", , , ",,"subs",,,,,,,,"ploughshare","ploughshare",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7470,1,4136,"MXSWM/","מַחְסֹום ",,,,,,,", , , ",,"subs",,"muzzle",,,,,,"muzzle","muzzle",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7471,1,4096,"MXWGH/","מְחוּגָה ",,,,,,,", , , ",,"subs",,"compasses",,,,,,"compasses","compasses",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7472,1,4098,"MXWJ>L/","מְחוּיָאֵל ",,,,,,,", , , ",,"nmpr",,"Mehujael",,,,,,"Mehujael","Mehujael",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7473,1,4099,"MXWJM/","מַחֲוִים ",,"מַּחֲוִים",,,,,", , , ",,"subs",,"Mahumites",,,,,,"Mahumites","Mahumites",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7474,1,4101,"MXWL=/","מָחֹול II",,,,,,,", , , ",,"nmpr",,"Mahol",,,,,,"Mahol","Mahol",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
