"original order","Book","Chapter","Verse","lex","Verb classes","Verb classes correction","g_word_nocant","not usable for exercises because K/Q","g_word_nocant_utf8","ps","nu","gn","vt","vs","suffix_person","suffix_number","suffix_gender","ps2","nu2","gn2","vt2","vs2","suffix_person2","suffix_number2","suffix_gender2","ps3","nu3","gn3","vt3","vs3","suffix_person3","suffix_number3","suffix_gender3","ps4","nu4","gn4","vt4","vs4","suffix_person4","suffix_number4","suffix_gender4"
532,"Daniel",5,16,"CRH[","(iii_he,ii_guttural)",,"MIC:R;>",,"מִשְׁרֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
533,"Daniel",5,16,"JKL[","(i_waw)",,"*TWKL",,"תוכל","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
534,"Daniel",5,16,"QR>[","(iii_aleph,ii_guttural)",,"MIQ:R;>",,"מִקְרֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
535,"Daniel",5,16,"JD<[","(i_waw,iii_guttural)",,"HOWD@<UTANIJ",,"הֹודָעֻתַנִי","unknown","unknown","unknown","infc","haf","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
536,"Daniel",5,16,"LBC[","(regular)",,"TIL:B.AC",,"תִלְבַּשׁ","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
537,"Daniel",5,16,"CLV[","(regular)",,"T.IC:LA75V",,"תִּשְׁלַֽט","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
538,"Daniel",5,17,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
539,"Daniel",5,17,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
540,"Daniel",5,17,"HWH[","(iii_he,i_guttural)",,"LEHEW:J@N",,"לֶֽהֶוְיָן","p3","pl","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
541,"Daniel",5,17,"JHB[","(i_waw,ii_guttural)",,"HAB",,"הַב","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
542,"Daniel",5,17,"QR>[","(iii_aleph,ii_guttural)",,">EQ:R;>",,"אֶקְרֵא","p1","sg","unknown","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
543,"Daniel",5,17,"JD<[","(i_waw,iii_guttural)",,">:AHOWD:<IN.;75H.",,"אֲהֹודְעִנֵּֽהּ","p1","sg","unknown","impf","haf","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
544,"Daniel",5,18,"JHB[","(i_waw,ii_guttural)",,"J:HAB",,"יְהַב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
545,"Daniel",5,19,"JHB[","(i_waw,ii_guttural)",,"J:HAB",,"יְהַב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
546,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AWOW",,"הֲוֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
547,"Daniel",5,19,"ZW<[","(ii_waw,iii_guttural)",,"*Z><JN",,"זאעין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
548,"Daniel",5,19,"DXL[","(ii_guttural)",,"D@X:ALIJN",,"דָחֲלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
549,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
550,"Daniel",5,19,"YBH[","(iii_he)",,"Y@B;>",,"צָבֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
551,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@>",,"הֲוָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
552,"Daniel",5,19,"QVL[","(regular)",,"Q@V;L",,"קָטֵל","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
553,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
554,"Daniel",5,19,"YBH[","(iii_he)",,"Y@B;>",,"צָבֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
555,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
556,"Daniel",5,19,"XJH[","(iii_he,i_guttural)",,"MAX;>",,"מַחֵא","unknown","sg","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
557,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
558,"Daniel",5,19,"YBH[","(iii_he)",,"Y@B;>",,"צָבֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
559,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
560,"Daniel",5,19,"RWM[","(ii_waw,i_guttural)",,"M@RIJM",,"מָרִים","unknown","sg","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
561,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
562,"Daniel",5,19,"YBH[","(iii_he)",,"Y@B;>",,"צָבֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
563,"Daniel",5,19,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
564,"Daniel",5,19,"CPL[","(regular)",,"MAC:P.I75JL",,"מַשְׁפִּֽיל","unknown","sg","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
565,"Daniel",5,20,"RWM[","(ii_waw,i_guttural)",,"RIM",,"רִם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
566,"Daniel",5,20,"TQP[","(regular)",,"T.IQ:PAT",,"תִּֽקְפַת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
567,"Daniel",5,20,"ZJD[","(ii_yod)",,"H:AZ@D@H",,"הֲזָדָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
568,"Daniel",5,20,"NXT[","(i_nun,ii_guttural)",,"H@N:XAT",,"הָנְחַת","p3","sg","m","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
569,"Daniel",5,20,"<DH[","(iii_he,i_guttural)",,"HE<:D.IJW.",,"הֶעְדִּיוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
570,"Daniel",5,21,"VRD[","(ii_guttural)",,"V:RIJD",,"טְרִיד","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
571,"Daniel",5,21,"CWH[","(iii_he)",,"*CWJ",,"שׁוי","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
572,"Daniel",5,21,"V<M[","(ii_guttural)",,"J:VA<:AMW.N.;H.",,"יְטַעֲמוּנֵּהּ","p3","pl","m","impf","pael","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
573,"Daniel",5,21,"YB<[","(iii_guttural)",,"JIY:VAB.A<",,"יִצְטַבַּע","p3","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
574,"Daniel",5,21,"JD<[","(i_waw,iii_guttural)",,"J:DA<",,"יְדַע","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
575,"Daniel",5,21,"YBH[","(iii_he)",,"JIY:B.;H",,"יִצְבֵּה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
576,"Daniel",5,21,"QWM[","(ii_waw)",,"J:H@Q;JM",,"יְהָקֵים","p3","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
577,"Daniel",5,22,"CPL[","(regular)",,"HAC:P.;L:T.:",,"הַשְׁפֵּלְתְּ","p2","sg","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
578,"Daniel",5,22,"JD<[","(i_waw,iii_guttural)",,"J:DA75<:T.@",,"יְדַֽעְתָּ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
579,"Daniel",5,23,"RWM[","(ii_waw,i_guttural)",,"HIT:ROWMAM:T.@",,"הִתְרֹומַמְתָּ","p2","sg","m","perf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
580,"Daniel",5,23,">TH[","(iii_he,i_guttural)",,"HAJ:TIJW",,"הַיְתִיו","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
581,"Daniel",5,23,"CTH[","(iii_he)",,"C@TAJIN",,"שָׁתַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
582,"Daniel",5,23,"XZH[","(iii_he,i_guttural)",,"X@ZAJIN",,"חָזַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
583,"Daniel",5,23,"CM<[","(iii_guttural)",,"C@M:<IJN",,"שָׁמְעִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
584,"Daniel",5,23,"JD<[","(i_waw,iii_guttural)",,"J@D:<IJN",,"יָדְעִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
585,"Daniel",5,23,"CBX[","(iii_guttural)",,"CAB.AX:T.@",,"שַׁבַּחְתָּ","p2","sg","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
586,"Daniel",5,23,"HDR[","(i_guttural,iii_guttural)",,"HAD.A75R:T.@",,"הַדַּֽרְתָּ","p2","sg","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
587,"Daniel",5,24,"CLX[","(iii_guttural)",,"C:LIJAXA",,"שְׁלִיַחַ","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
588,"Daniel",5,24,"RCM[","(i_guttural)",,"R:CI75JM",,"רְשִֽׁים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
589,"Daniel",5,25,"RCM[","(i_guttural)",,"R:CIJM",,"רְשִׁים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
590,"Daniel",5,26,"MNH[","(iii_he)",,"M:N@H",,"מְנָֽה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
591,"Daniel",5,26,"CLM[","(regular)",,"HAC:L:MA75H.",,"הַשְׁלְמַֽהּ","p3","sg","m","perf","haf","p3","sg","f","p2","sg","m","impv","haf","p3","sg","f",,,,,,,,,,,,,,,,
592,"Daniel",5,27,"TQL[","(regular)",,"T.:QIJL:T.@H",,"תְּקִילְתָּה","p2","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
593,"Daniel",5,27,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT.:",,"הִשְׁתְּכַחַתְּ","p2","sg","m","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
594,"Daniel",5,28,"PRS[","(ii_guttural)",,"P.:RIJSAT",,"פְּרִיסַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
595,"Daniel",5,28,"JHB[","(i_waw,ii_guttural)",,"JHIJBAT",,"יהִיבַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
596,"Daniel",5,29,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
597,"Daniel",5,29,"LBC[","(regular)",,"HAL:B.IJCW.",,"הַלְבִּישׁוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
598,"Daniel",5,29,"KRZ[","(ii_guttural)",,"HAK:RIZW.",,"הַכְרִזֽוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
599,"Daniel",5,29,"HWH[","(iii_he,i_guttural)",,"LEH:EW;>",,"לֶהֱוֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
600,"Daniel",5,30,"QVL[","(regular)",,"Q:VIJL",,"קְטִיל","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
601,"Daniel",6,1,"QBL[","(regular)",,"QAB.;L",,"קַבֵּל","p3","sg","m","perf","pael","unknown","unknown","unknown","p2","sg","m","impv","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
602,"Daniel",6,2,"CPR[","(iii_guttural)",,"C:PAR",,"שְׁפַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
603,"Daniel",6,2,"QWM[","(ii_waw)",,"H:AQIJM",,"הֲקִים","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
604,"Daniel",6,2,"HWH[","(iii_he,i_guttural)",,"LEH:EWON",,"לֶהֱוֹן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
605,"Daniel",6,3,"HWH[","(iii_he,i_guttural)",,"LEH:EWON",,"לֶהֱוֹן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
606,"Daniel",6,3,"JHB[","(i_waw,ii_guttural)",,"J@H:ABIJN",,"יָהֲבִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
607,"Daniel",6,3,"HWH[","(iii_he,i_guttural)",,"LEH:EW;>",,"לֶהֱוֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
608,"Daniel",6,3,"NZQ[","(i_nun)",,"N@ZI75Q",,"נָזִֽק","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
609,"Daniel",6,4,"HWH[","(iii_he,i_guttural)",,"H:AW@>",,"הֲוָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
610,"Daniel",6,4,"NYX[","(i_nun,iii_guttural)",,"MIT:NAY.AX",,"מִתְנַצַּח","unknown","sg","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
611,"Daniel",6,4,"<CT[","(i_guttural)",,"<:ACIJT",,"עֲשִׁית","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
612,"Daniel",6,4,"QWM[","(ii_waw)",,"H:AQ@MW.T;H.",,"הֲקָמוּתֵהּ","unknown","unknown","unknown","infc","haf","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
613,"Daniel",6,5,"HWH[","(iii_he,i_guttural)",,"H:AWOW",,"הֲוֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
614,"Daniel",6,5,"B<H[","(iii_he,ii_guttural)",,"B@<AJIN",,"בָעַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
615,"Daniel",6,5,"CKX[","(iii_guttural)",,"HAC:K.@X@H",,"הַשְׁכָּחָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
616,"Daniel",6,5,"CXT[","(ii_guttural)",,"C:XIJT@H",,"שְׁחִיתָה","unknown","sg","f","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
617,"Daniel",6,5,"JKL[","(i_waw)",,"J@K:LIJN",,"יָכְלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
618,"Daniel",6,5,"CKX[","(iii_guttural)",,"HAC:K.@X@H",,"הַשְׁכָּחָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
619,"Daniel",6,5,">MN[","(i_guttural)",,"M:H;JMAN",,"מְהֵימַן","unknown","sg","m","ptcp","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
620,"Daniel",6,5,"CXT[","(ii_guttural)",,"C:XIJT@H",,"שְׁחִיתָה","unknown","sg","f","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
621,"Daniel",6,5,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT",,"הִשְׁתְּכַחַת","p3","sg","f","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
622,"Daniel",6,6,">MR[","(i_aleph)",,">@M:RIJN",,"אָֽמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
623,"Daniel",6,6,"CKX[","(iii_guttural)",,"N:HAC:K.AX",,"נְהַשְׁכַּח","p1","pl","unknown","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
624,"Daniel",6,6,"CKX[","(iii_guttural)",,"HAC:K.AX:N@H",,"הַשְׁכַּחְנָֽה","p1","pl","unknown","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
625,"Daniel",6,7,"RGC[","(i_guttural)",,"HAR:G.ICW.",,"הַרְגִּשׁוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
626,"Daniel",6,7,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
627,"Daniel",6,7,"XJH[","(iii_he,i_guttural)",,"X:EJI75J",,"חֱיִֽי","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
628,"Daniel",6,8,"J<V[","(i_waw,ii_guttural)",,">IT:J@<AVW.",,"אִתְיָעַטוּ","p3","pl","m","perf","etpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
629,"Daniel",6,8,"QWM[","(ii_waw)",,"QAJ.@M@H",,"קַיָּמָה","unknown","unknown","unknown","infc","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
630,"Daniel",6,8,"TQP[","(regular)",,"TAQ.@P@H",,"תַקָּפָה","unknown","unknown","unknown","infc","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
631,"Daniel",6,8,"B<H[","(iii_he,ii_guttural)",,"JIB:<;H",,"יִבְעֵה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
632,"Daniel",6,8,"RMH[","(iii_he,i_guttural)",,"JIT:R:M;>",,"יִתְרְמֵא","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
633,"Daniel",6,9,"QWM[","(ii_waw)",,"T.:QIJM",,"תְּקִים","p2","sg","m","impf","haf","unknown","unknown","unknown","p3","sg","f","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
634,"Daniel",6,9,"RCM[","(i_guttural)",,"TIR:CUM",,"תִרְשֻׁם","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
635,"Daniel",6,9,"CNH[","(iii_he)",,"HAC:N@J@H",,"הַשְׁנָיָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
636,"Daniel",6,9,"<DH[","(iii_he,i_guttural)",,"TE<:D.;75>",,"תֶעְדֵּֽא","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
637,"Daniel",6,10,"RCM[","(i_guttural)",,"R:CAM",,"רְשַׁם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
638,"Daniel",6,11,"JD<[","(i_waw,iii_guttural)",,"J:DA<",,"יְדַע","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
639,"Daniel",6,11,"RCM[","(i_guttural)",,"R:CIJM",,"רְשִׁים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
640,"Daniel",6,11,"<LL[","(geminate,i_guttural)",,"<AL",,"עַל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
641,"Daniel",6,11,"PTX[","(iii_guttural)",,"P.:TIJX@N",,"פְּתִיחָן","unknown","pl","f","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
642,"Daniel",6,11,"BRK=[","(ii_guttural)",,"B.@R;K:",,"בָּרֵךְ","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
643,"Daniel",6,11,"YLH[","(iii_he)",,"M:YAL.;>",,"מְצַלֵּא","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
644,"Daniel",6,11,"JDH[","(i_waw,iii_he)",,"MOWD;>",,"מֹודֵא","unknown","sg","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
645,"Daniel",6,11,"HWH[","(iii_he,i_guttural)",,"H:AW@>",,"הֲוָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
646,"Daniel",6,11,"<BD[","(i_guttural)",,"<@B;D",,"עָבֵד","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
647,"Daniel",6,12,"RGC[","(i_guttural)",,"HAR:G.ICW.",,"הַרְגִּשׁוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
648,"Daniel",6,12,"CKX[","(iii_guttural)",,"HAC:K.AXW.",,"הַשְׁכַּחוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
649,"Daniel",6,12,"B<H[","(iii_he,ii_guttural)",,"B.@<;>",,"בָּעֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
650,"Daniel",6,12,"XNN[","(geminate,i_guttural)",,"MIT:XAN.AN",,"מִתְחַנַּן","unknown","sg","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
651,"Daniel",6,13,"QRB[","(ii_guttural)",,"Q:RIJBW.",,"קְרִיבוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
652,"Daniel",6,13,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
653,"Daniel",6,13,"RCM[","(i_guttural)",,"R:CAM:T.@",,"רְשַׁמְתָּ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
654,"Daniel",6,13,"B<H[","(iii_he,ii_guttural)",,"JIB:<;H",,"יִבְעֵה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
655,"Daniel",6,13,"RMH[","(iii_he,i_guttural)",,"JIT:R:M;>",,"יִתְרְמֵא","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
656,"Daniel",6,13,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
657,"Daniel",6,13,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
658,"Daniel",6,13,"<DH[","(iii_he,i_guttural)",,"TE<:D.;75>",,"תֶעְדֵּֽא","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
659,"Daniel",6,14,"<NH[","(iii_he,i_guttural)",,"<:ANOW",,"עֲנֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
660,"Daniel",6,14,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
661,"Daniel",6,14,"FJM[","(ii_yod)",,"F@M",,"שָׂם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
662,"Daniel",6,14,"RCM[","(i_guttural)",,"R:CAM:T.@",,"רְשַׁמְתָּ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
663,"Daniel",6,14,"B<H[","(iii_he,ii_guttural)",,"B.@<;>",,"בָּעֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
664,"Daniel",6,15,"CM<[","(iii_guttural)",,"C:MA<",,"שְׁמַע","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
